"NLSN",53.02,"4/4/2016","10:49am",-0.43,53.33,53.52,52.49,562076
"NOC",200.701,"4/4/2016","10:49am",+0.391,200.810,201.950,200.490,178402
"NOV",29.80,"4/4/2016","10:49am",+0.27,29.59,29.95,29.18,1008541
"NRG",13.13,"4/4/2016","10:49am",+0.36,12.77,13.27,12.62,1595898
"NSC",83.74,"4/4/2016","10:48am",+0.77,83.13,84.09,82.91,175280
"NTAP",26.635,"4/4/2016","10:48am",-0.335,26.890,26.890,26.530,441965
"NTRS",66.25,"4/4/2016","10:49am",+0.40,65.87,66.53,65.19,195875
"NUE",47.20,"4/4/2016","10:49am",-0.32,47.41,47.78,47.10,515421
"NVDA",35.925,"4/4/2016","10:49am",-0.225,36.450,36.640,35.920,3194151
"NWL",45.19,"4/4/2016","10:49am",-0.35,45.54,45.56,45.07,1394435
"NWS",13.38,"4/4/2016","10:48am",-0.15,13.51,13.51,13.35,361493
"NWSA",12.90,"4/4/2016","10:48am",-0.13,13.00,13.06,12.87,877226
"O",62.01,"4/4/2016","10:49am",-0.24,62.26,62.80,61.66,404822
"OI",16.02,"4/4/2016","10:48am",-0.07,16.10,16.19,15.92,277467
"OKE",28.97,"4/4/2016","10:48am",+0.24,28.60,29.41,28.32,378068
"OMC",83.77,"4/4/2016","10:48am",-0.13,83.85,84.02,83.64,402479
"ORCL",40.99,"4/4/2016","10:49am",-0.17,41.15,41.18,40.97,1737778
"ORLY",272.68,"4/4/2016","10:48am",-5.14,277.69,277.69,272.68,96196
"OXY",68.78,"4/4/2016","10:49am",+0.58,68.47,68.91,67.77,802167
"PAYX",53.85,"4/4/2016","10:48am",-0.32,54.42,54.45,53.85,216386
"PBCT",16.005,"4/4/2016","10:49am",-0.125,16.140,16.140,16.000,597573
"PBI",21.445,"4/4/2016","10:48am",-0.095,21.490,21.520,21.360,168068
"PCAR",54.03,"4/4/2016","10:48am",-0.18,54.11,54.21,53.58,242437
"PCG",59.51,"4/4/2016","10:49am",-0.32,59.99,60.03,59.37,463601
"PCLN",1283.35,"4/4/2016","10:48am",-16.35,1297.55,1298.20,1282.00,94948
"PDCO",46.43,"4/4/2016","10:49am",+0.08,46.47,46.64,46.37,79144
"PEG",46.92,"4/4/2016","10:49am",-0.40,47.32,47.37,46.65,781678
"PEP",103.02,"4/4/2016","10:49am",-0.76,103.80,103.95,102.89,848831
"PFE",30.5754,"4/4/2016","10:49am",+0.5354,30.0900,30.6700,30.0600,10584823
"PFG",39.57,"4/4/2016","10:49am",-0.31,39.79,39.80,39.49,196694
"PG",83.11,"4/4/2016","10:49am",-0.42,83.65,83.65,83.07,1336700
"PGR",35.235,"4/4/2016","10:48am",-0.245,35.470,35.540,35.235,407309
"PH",110.74,"4/4/2016","10:49am",-1.08,111.89,111.89,110.23,184086
"PHM",17.25,"4/4/2016","10:49am",-1.17,18.43,18.63,17.19,4838427
"PKI",50.70,"4/4/2016","10:48am",+0.36,50.29,50.99,50.29,84489
"PLD",44.54,"4/4/2016","10:49am",-0.08,44.69,44.78,44.40,327027
"PM",99.9075,"4/4/2016","10:49am",+0.1575,99.9600,100.4800,99.4700,1063284
"PNC",85.61,"4/4/2016","10:49am",+0.32,85.09,85.99,84.70,398568
"PNR",53.35,"4/4/2016","10:48am",-0.20,53.48,53.61,52.99,144207
"PNW",75.11,"4/4/2016","10:48am",-0.38,75.60,75.81,74.88,176036
"PPG",112.00,"4/4/2016","10:49am",-1.11,113.15,113.23,112.00,265118
"PPL",37.85,"4/4/2016","10:49am",-0.34,38.24,38.30,37.78,637479
"PRGO",129.28,"4/4/2016","10:49am",+2.55,127.00,129.60,126.75,320233
"PRU",72.97,"4/4/2016","10:48am",-0.28,73.12,73.28,72.50,373037
"PSA",275.61,"4/4/2016","10:49am",+0.09,275.40,277.06,274.41,131051
"PSX",86.25,"4/4/2016","10:49am",+0.58,85.70,86.66,85.29,415360
"PVH",98.41,"4/4/2016","10:49am",-0.98,99.16,99.49,98.24,180018
"PWR",22.40,"4/4/2016","10:48am",-0.06,22.44,22.58,22.33,332834
"PX",115.21,"4/4/2016","10:48am",-0.03,114.50,115.60,114.30,230660
"PXD",141.25,"4/4/2016","10:48am",+1.49,140.83,143.59,138.85,409482
"PYPL",38.64,"4/4/2016","10:49am",-0.76,39.36,39.38,38.62,1117008
"QCOM",50.98,"4/4/2016","10:48am",+0.10,50.81,51.11,50.56,1387938
"QRVO",50.84,"4/4/2016","10:49am",+0.02,50.93,51.25,50.61,187290
"R",64.85,"4/4/2016","10:48am",+0.65,64.10,65.21,63.60,131465
"RAI",50.17,"4/4/2016","10:49am",-0.16,50.26,50.51,49.97,789274
"RCL",82.49,"4/4/2016","10:48am",+0.61,82.09,82.88,81.71,530836
"REGN",402.53,"4/4/2016","10:49am",-2.72,403.69,408.44,399.06,418467
"RF",7.925,"4/4/2016","10:49am",+0.035,7.870,7.970,7.800,4473868
"RHI",47.02,"4/4/2016","10:49am",-0.18,47.20,47.26,46.94,122038
"RHT",75.78,"4/4/2016","10:48am",+0.26,75.54,76.00,75.10,270241
"RIG",8.955,"4/4/2016","10:49am",+0.375,8.580,9.010,8.550,5698855
"RL",95.58,"4/4/2016","10:48am",-1.68,97.52,97.73,95.48,137626
"ROK",112.97,"4/4/2016","10:49am",-0.59,113.22,113.54,112.39,136416
"ROP",181.67,"4/4/2016","10:48am",-2.99,184.59,184.59,181.67,74275
"ROST",58.56,"4/4/2016","10:48am",-0.08,58.87,58.99,58.41,557986
"RRC",34.20,"4/4/2016","10:49am",+1.75,32.86,34.91,32.86,1364163
"RSG",46.73,"4/4/2016","10:48am",-1.51,47.05,47.21,46.39,1425632
"RTN",124.72,"4/4/2016","10:48am",+2.22,123.08,125.96,123.00,1172910
"SBUX",60.56,"4/4/2016","10:49am",-0.46,61.14,61.18,60.40,1458244
"SCG",70.39,"4/4/2016","10:48am",-0.71,71.06,71.27,70.17,193844
"SCHW",28.21,"4/4/2016","10:49am",-0.17,28.35,28.52,28.10,1491204
"SE",30.48,"4/4/2016","10:49am",+0.38,30.24,30.55,30.10,734467
"SEE",48.63,"4/4/2016","10:48am",+0.14,48.67,48.96,48.40,153230
"SHW",285.81,"4/4/2016","10:49am",-1.84,288.02,288.02,283.58,129239
"SIG",122.95,"4/4/2016","10:48am",-1.02,124.00,124.09,122.54,122670
"SJM",128.03,"4/4/2016","10:49am",-4.49,130.06,130.81,126.93,703931
"SLB",72.80,"4/4/2016","10:49am",+0.68,72.44,72.92,71.90,2896213
"SLG",96.46,"4/4/2016","10:49am",-0.20,96.62,97.40,96.07,92747
"SNA",157.06,"4/4/2016","10:48am",-2.18,158.90,158.90,156.95,86771
"SNDK",76.17,"4/4/2016","10:49am",-0.03,76.33,76.40,76.04,238304
"SNI",67.47,"4/4/2016","10:48am",+0.06,67.77,68.44,67.23,297520
"SO",51.35,"4/4/2016","10:48am",-0.35,51.71,51.78,51.13,795982
"SPG",208.36,"4/4/2016","10:48am",-0.74,209.43,210.41,208.23,132909
"SPLS",11.135,"4/4/2016","10:49am",-0.045,11.190,11.280,11.090,1153897
"SRCL",127.53,"4/4/2016","10:49am",-0.10,127.33,128.21,126.82,218020
"SRE",105.275,"4/4/2016","10:48am",-0.645,105.590,105.590,104.940,220591
"STI",36.83,"4/4/2016","10:48am",+0.21,36.59,37.01,36.33,729361
"STJ",56.195,"4/4/2016","10:49am",+1.005,55.350,56.430,55.350,798904
"STT",58.9075,"4/4/2016","11:04am",-0.0425,58.9700,59.3900,58.5100,454771
"STX",33.415,"4/4/2016","10:49am",-0.275,33.670,33.840,33.230,426322
"STZ",150.935,"4/4/2016","10:43am",-1.745,153.170,153.215,150.740,275277
"SWK",105.99,"4/4/2016","10:49am",-0.65,106.54,106.54,105.77,175855
"SWKS",77.46,"4/4/2016","10:48am",-0.72,78.36,78.46,77.35,458864
"SWN",8.775,"4/4/2016","10:49am",+0.965,7.960,8.860,7.880,7229494
"SYF",29.0389,"4/4/2016","10:49am",-0.2911,29.2400,29.3600,29.0200,856891
"SYK",109.12,"4/4/2016","10:48am",+0.60,109.00,109.43,108.53,308872
"SYMC",18.575,"4/4/2016","10:49am",+0.165,18.460,18.615,18.380,1571724
"SYY",46.87,"4/4/2016","10:49am",-0.21,47.05,47.15,46.75,533756
"T",39.165,"4/4/2016","10:49am",+0.115,39.160,39.250,39.070,4139716
"TAP",96.56,"4/4/2016","10:48am",-0.39,96.71,97.25,96.55,185846
"TDC",25.50,"4/4/2016","10:48am",-0.15,25.65,25.65,25.29,282246
"TE",27.51,"4/4/2016","10:48am",-0.05,27.54,27.54,27.50,380109
"TEL",61.52,"4/4/2016","10:48am",-0.53,61.97,62.04,61.52,140931
"TGNA",23.32,"4/4/2016","10:48am",+0.51,22.89,23.55,22.81,308090
"TGT",82.83,"4/4/2016","10:49am",+0.07,82.89,83.36,82.81,811247
"THC",28.87,"4/4/2016","10:49am",-0.02,28.89,29.16,28.63,163337
"TIF",73.5801,"4/4/2016","10:49am",-0.1899,73.6200,74.0600,73.2100,464949
"TJX",78.62,"4/4/2016","10:48am",-0.16,79.00,79.20,78.52,428230
"TMK",54.355,"4/4/2016","10:49am",-0.335,54.590,54.670,54.290,53515
"TMO",143.75,"4/4/2016","10:49am",+1.08,142.18,144.20,142.16,323512
"TRIP",65.9601,"4/4/2016","10:49am",-1.2699,67.4400,67.5000,65.9500,229991
"TROW",73.37,"4/4/2016","10:48am",-0.58,73.98,73.98,73.25,169786
"TRV",117.78,"4/4/2016","10:48am",+0.38,117.65,118.28,117.47,306386
"TSCO",90.54,"4/4/2016","10:48am",-1.27,91.65,92.00,90.53,120143
"TSN",67.40,"4/4/2016","10:49am",-0.69,68.05,68.30,67.21,460101
"TSO",84.575,"4/4/2016","10:49am",+1.625,81.840,84.990,81.770,637213
"TSS",48.49,"4/4/2016","10:49am",-0.01,48.60,48.71,48.31,226521
"TWC",206.125,"4/4/2016","10:49am",+1.095,205.950,206.190,205.040,192086
"TWX",73.72,"4/4/2016","10:49am",+0.73,73.46,74.00,72.58,1887841
"TXN",57.695,"4/4/2016","10:49am",-0.245,57.790,57.950,57.560,738805
"TXT",36.54,"4/4/2016","10:48am",-0.15,36.69,36.86,36.44,213192
"TYC",36.67,"4/4/2016","10:48am",-0.14,36.77,36.86,36.67,378246
"UA",84.0295,"4/4/2016","10:49am",-0.6705,85.1600,85.1900,83.9500,512060
"UAL",57.155,"4/4/2016","10:49am",+0.435,56.590,57.600,56.080,1432033
"UDR",38.51,"4/4/2016","10:49am",+0.13,38.48,38.61,38.37,175470
"UHS",124.18,"4/4/2016","10:48am",-1.21,125.31,125.86,124.00,174653
"UNH",129.10,"4/4/2016","10:49am",-0.82,130.50,130.70,128.88,591882
"UNM",31.29,"4/4/2016","10:48am",-0.07,31.31,31.51,31.06,272912
"UNP",79.885,"4/4/2016","10:49am",+0.965,78.720,80.020,78.590,822057
"UPS",105.59,"4/4/2016","10:48am",+0.64,105.04,105.74,104.72,1063230
"URBN",34.37,"4/4/2016","10:49am",+0.08,34.50,34.77,34.31,364380
"URI",60.64,"4/4/2016","10:49am",-0.17,60.54,61.15,59.50,456376
"USB",40.76,"4/4/2016","10:49am",+0.06,40.68,40.85,40.42,1072423
"UTX",100.57,"4/4/2016","10:49am",+0.60,100.30,101.18,99.80,1179411
"V",77.70,"4/4/2016","10:49am",+0.11,77.97,78.16,77.62,2127438
"VAR",81.81,"4/4/2016","10:48am",+0.66,81.50,81.88,81.24,72976
"VFC",65.02,"4/4/2016","10:48am",-0.22,65.31,65.41,64.96,213952
"VIAB",40.01,"4/4/2016","10:49am",-1.16,40.95,41.94,39.91,543946
"VMC",105.56,"4/4/2016","10:48am",-1.65,107.04,107.04,105.55,160421
"VNO",95.01,"4/4/2016","10:48am",+0.30,94.71,95.32,94.71,122537
"VRSK",79.59,"4/4/2016","10:48am",-0.60,80.01,81.59,79.57,100842
"VRSN",90.30,"4/4/2016","10:48am",+0.66,90.13,91.14,90.12,134695
"VRTX",81.47,"4/4/2016","10:48am",+2.32,79.81,82.76,79.19,741684
"VTR",63.52,"4/4/2016","10:49am",+0.29,63.44,63.84,63.18,362117
"VZ",53.99,"4/4/2016","10:49am",-0.02,54.03,54.17,53.80,2509592
"WAT",133.43,"4/4/2016","10:49am",+0.02,133.36,134.26,133.21,76182
"WBA",86.17,"4/4/2016","10:48am",-0.53,86.64,86.79,86.11,1273379
"WDC",46.56,"4/4/2016","10:49am",-0.04,46.41,47.00,46.05,883041
"WEC",59.53,"4/4/2016","10:49am",-0.44,60.00,60.32,59.29,350635
"WFC",48.445,"4/4/2016","10:49am",-0.005,48.420,48.669,48.230,3525066
"WFM",30.39,"4/4/2016","10:49am",-0.13,30.58,30.77,30.37,882300
"WHR",184.03,"4/4/2016","10:49am",+0.72,183.94,184.69,182.96,229075
"WLTW",119.21,"4/4/2016","10:48am",-0.72,119.66,120.35,118.89,115107
"WM",58.67,"4/4/2016","10:48am",-0.50,59.06,59.13,58.52,440235
"WMB",15.56,"4/4/2016","10:49am",+0.04,15.42,15.71,15.31,1461463
"WMT",69.04,"4/4/2016","10:48am",-0.02,69.00,69.28,68.94,1835184
"WRK",39.04,"4/4/2016","10:49am",-0.16,39.00,39.39,38.78,208552
"WU",19.485,"4/4/2016","10:48am",-0.005,19.500,19.580,19.454,749962
"WY",31.31,"4/4/2016","10:49am",+0.16,31.11,31.45,30.95,1386304
"WYN",75.205,"4/4/2016","10:49am",-0.185,75.360,75.535,75.130,130967
"WYNN",94.9964,"4/4/2016","10:49am",+0.2564,94.5600,96.2200,93.7000,801018
"XEC",97.835,"4/4/2016","10:48am",+0.075,98.520,98.610,96.420,180943
"XEL",41.57,"4/4/2016","10:49am",-0.37,42.01,42.04,41.42,748244
"XL",37.04,"4/4/2016","10:49am",-0.12,37.20,37.22,37.02,210741
"XLNX",47.22,"4/4/2016","10:49am",-0.40,47.64,47.64,47.22,292686
"XLNX",47.22,"4/4/2016","10:49am",-0.40,47.64,47.64,47.22,292686
"XOM",83.635,"4/4/2016","10:49am",+0.675,83.060,83.900,82.780,2261069
"XRAY",61.40,"4/4/2016","10:49am",-0.09,61.53,62.13,61.38,166436
"XRX",11.145,"4/4/2016","10:49am",+0.045,11.080,11.220,11.050,1995284
"XRX",11.145,"4/4/2016","10:49am",+0.045,11.080,11.220,11.050,1995284
"XYL",40.91,"4/4/2016","10:48am",-0.34,41.11,41.16,40.91,205078
"YHOO",37.18,"4/4/2016","10:49am",+0.70,36.55,37.50,36.54,6290428
"YHOO",37.18,"4/4/2016","10:49am",+0.70,36.55,37.50,36.54,6290428
"YUM",82.07,"4/4/2016","10:49am",-0.20,82.46,82.50,81.89,727558
"ZBH",108.25,"4/4/2016","10:48am",+0.88,107.72,108.62,107.68,303741
"ZION",24.43,"4/4/2016","10:48am",+0.26,24.20,24.58,24.00,849063
"ZTS",45.411,"4/4/2016","10:49am",+0.421,45.100,45.650,45.030,800409
